Run_ID,T_0,A_0,Z_0
1,2.9522330817566065,3.4571512985074135,14.449771484538623
2,4.346428694951127,4.188103178747881,-14.311699364000553
3,4.3046712838914765,2.224781042446577,-3.5964121374047195
4,3.3976738300080953,2.136105243021796,-16.406154557664216
5,3.4559272959013105,3.928853440064284,8.275150734474394
6,4.556027425269843,2.340001745660163,11.751422192159001
7,4.139761738006137,4.189269802639355,4.10759874397624
8,2.5931689117181307,3.769904542297558,-16.86514733366331
9,3.202001584661842,2.6019263896032245,1.5237840250828008
10,4.526436261600446,4.622990402897305,-14.216641385191654
11,3.4969641101685673,3.5607910286919626,-7.62315418521602
12,4.101861013225383,3.7644424162614922,-6.9539311211806965
13,4.015948401759381,3.211182034355843,0.37303403064671414
14,2.8591863838434204,2.39539431041107,-2.6457967670919444
15,3.403121502477698,4.8115653686553665,-18.01483855434556
16,2.8745636529552536,4.952749988433132,13.568091707914085
17,3.015766325788999,2.172213865214249,-15.788698589669949
18,4.409576994130829,4.106490561436356,13.395175557042258
19,3.6165437181650635,2.6899205425843027,19.196560288801948
20,4.548083980511118,3.3930911955730765,18.38195708568123
21,3.244218541645733,4.734232939175717,16.357029620661628
22,3.225666971443455,3.8892983663381937,-15.071522110430031
23,3.9888775239679166,4.421486048022005,19.196930360862723
24,3.1466653448086275,3.0087970426532795,19.530972211103467
25,4.511186224298084,3.655742141752985,-7.897792882776171
26,4.0344738120336325,3.3415051413095402,-3.30536745036553
27,2.8796388227459717,4.03781102767354,1.2952853486400109
28,3.876564235607434,4.274983103694939,1.7999583344918548
29,3.7909558160808814,2.94538531818619,-8.582813493978648
30,3.8980113775836784,3.615409364298261,-0.2530966535474697
31,3.6753178361676078,4.202533432766826,19.69680008362006
32,3.2153062972441173,3.895152545636073,-5.498104944638023
33,3.361597382252933,3.850301039002416,6.773857376212288
34,2.836637060292291,3.3493035357140695,-4.38043222375526
35,2.8951129093686325,2.1524343082401147,10.644929052722599
36,4.082742509937496,2.8704766788462095,11.64160713305153
37,2.977881320631077,3.5252710439856787,4.127463113512185
38,3.2181823649436874,4.113883892635222,15.137687000636134
39,2.7568990648742866,4.991891882941678,12.924458058325143
40,4.4639041696313475,3.4704234028930796,-0.0004213359785332216
41,3.9592656061880067,4.588063215025439,-7.943043291908456
42,3.5292932869729587,2.036227556969425,-17.753819558899725
43,4.112868930178972,4.429554333017466,14.83363014587831
44,3.58119290341933,3.299459926214591,-10.525173436251833
45,2.635746565457106,3.274196612368965,17.18551390280559
46,4.194316732457477,3.345280848296367,4.8040229728425246
47,3.131732261788102,4.615872704903614,17.875863932908224
48,3.947187841760571,2.994819494460476,-8.897715038104458
