# SIMULATION SETTINGS
# =====================
# theory = MIS
# Parameters for MIS:
#   C_τπ = 0.20799208610746486
#   C_η = 0.07957747154594767
#   C_λ1 = 0.0
# tspan = (0.22, 1.0)
# n_points = 10000
# T_range = (400.0*MeV, 2500.0*MeV)
# A_range = (-8.0, 20.0)
# Z_range = (-20.0, 20.0)
# seed = 5
# =====================
Run_ID,T_0,A_0
1,828.3470648067704,-6.914528520259591
2,2270.293877753203,18.68223716162035
3,2227.1062753647593,19.118506736402473
4,1289.0441586858726,-2.0679757968265466
5,1349.2928057859303,5.600078786069194
6,2487.0713645853352,12.422296334980228
7,2056.5485775328475,-5.902043603831947
8,456.9849469444771,-6.729684398463236
9,1086.6701389365105,6.262498078104851
10,2456.466703560261,-1.5941294579121346
11,1391.735130941841,8.074745449353241
12,2017.3497529283522,-5.00738650261878
13,1928.4946345196395,-2.382020363703237
14,732.1135174900578,16.481243760374845
15,1294.6784139375595,6.567382934458319
16,748.0174580689712,8.468129218440595
17,894.0563224472726,6.641406191920694
18,2335.6050061798096,5.367501284926242
19,1515.410340512217,2.631202866071167
20,2478.8558568436233,5.78010081798287
21,1130.3330266970997,-6.392670591333678
22,1111.1460652153935,11.660578573405985
23,1900.4965791638183,-1.5607416025465062
24,1029.4386328683233,5.002184492015381
25,2440.6943524802928,7.598041100962746
26,1947.6545400957848,15.190067385447144
27,753.2664524250218,-5.996094046022009
28,1784.336560676989,18.24870116736327
29,1695.7960527816515,7.45359332302786
30,1806.51826726592,4.520714652222376
31,1576.1974720563485,11.01956959161971
32,1100.4305379247285,13.233175634486095
33,1251.7320925950964,7.205412789079816
34,708.7918796073023,-6.434311198224911
35,769.2705265145084,11.182544259382851
36,1997.5764409028554,-4.8388944556419595
37,854.8737558626917,9.269476364022548
38,1103.4051109430088,4.593499666664648
39,626.3228578462313,-6.577279789758929
40,2391.792887441221,0.12444900256462255
41,1869.8704531999463,5.920328730515376
42,1425.171582051783,-6.286070341190876
43,2028.734691037602,5.908070611924746
44,1478.8487603614428,18.316200848116697
45,501.0208853240124,16.15525667357077
46,2112.9720805441457,-7.661876134952033
47,1013.9940917543447,14.675840441496348
48,1857.3790253408708,4.128292644669516
49,1410.7734843267103,19.283337008189484
50,1607.4196371042963,-3.392586861929841
51,2039.5533610106431,15.600349506587513
52,1555.9446020037908,-3.613212897666819
53,663.712277869227,19.83813157932057
54,2187.191903612053,19.507621014646894
55,1506.4858921096627,-2.4352217265364704
56,1967.4397019256153,-1.9274110590862943
57,1941.4920549856279,-0.09150094978049061
58,1712.2233239887723,-5.8287567230492074
59,1328.9171689400387,10.067020086899735
60,2034.3971860788356,4.179897361733163
61,1354.9230246115235,-2.2064087039104825
62,2109.8101944199225,6.9032231079816295
63,1642.2633540861325,12.334742519362177
64,1260.1248295262012,6.769275529939906
65,1386.5943050425428,13.081445360749715
66,684.4824579847889,7.042233364266291
67,1079.5268920436924,18.87435335483292
68,1894.2959258646845,-2.86456597806575
69,2290.977377716757,-7.07397304197729
70,1244.4290110108968,7.005931591807723
71,1961.2615997599698,-1.995664812828851
72,1611.1887754630452,10.921519132128246
