Run_ID,T_0,A_0,Z_0
1,581.5899171060515,-7.496031098691953,-0.9093095024034312
2,856.246452905372,4.388181539323734,8.719304043423762
3,848.0202429266209,4.590735270472576,-5.290668641474422
4,669.3417445115948,-5.245845905669468,5.703278175842705
5,680.8176772925582,-1.6856777064678745,5.822064615152431
6,897.537402778159,1.4817804412408186,0.45356244953853775
7,815.533062387209,-7.025948816064832,12.879487863965473
8,510.8542756084718,-7.410210613572217,3.7694034183888405
9,630.7943121783829,-1.3781258923084625,0.3301420946968108
10,891.7079435352878,-5.025845819744919,17.09982858853578
11,688.9019297032078,-0.5367253270859953,-15.852176896817728
12,808.0666196054004,-6.610572304787291,10.532886679666067
13,791.1418351465979,-5.39165231171936,-10.65877826699933
14,563.2597176171539,3.366291745888322,-14.064488460444263
15,670.4149359881067,-1.2365722090014941,-19.012465625207575
16,566.289039632185,-0.35408286286686685,19.050470660542906
17,594.1059661804329,-1.2022042680368203,-4.745327875160225
18,868.6866678437732,-1.7936601177128164,-16.488946244296724
19,712.4591124785175,-3.0640843836098153,12.932125618828088
20,895.9725441606902,-1.6020960487936682,6.195044595159956
21,639.1110527042094,-7.253739917404922,-2.5641534525978287
22,635.4563933743607,1.1281257662242066,6.710981090249504
23,785.8088722216796,-5.0103443154680205,11.094953257034966
24,619.8930729272997,-1.9632714858500018,10.222032196833307
25,888.7036861867225,-0.7580523459815822,11.346107737598466
26,794.7913409706257,2.7668170003861725,10.207139341099317
27,567.2888480809565,-7.0696150927959325,-12.37688285254167
28,763.6831544146646,4.186896970561518,-1.8493786319968635
29,746.8182957679337,-0.8251173857370651,9.096718907696566
30,767.9082413839848,-2.186811054325325,12.155272608956047
31,724.0376137250188,0.8305144532520075,1.546160886418221
32,633.4153405570911,1.858260116011401,-18.963390247515875
33,662.2346843038279,-0.9403440622129429,-12.244114061931302
34,558.8175008775814,-7.273073056318709,18.276995660640885
35,570.3372431456206,0.9061812632848945,-5.98884634339861
36,804.3002744576868,-6.5323438544051955,-13.290856070352138
37,586.6426201643222,0.017971169010468913,-0.5650180683383219
38,633.9819258939065,-2.153018011905699,2.9582680328250532
39,543.1091157802346,-7.339451330959503,-9.551305064621584
40,879.3891214173755,-4.227934391666425,-1.5259269147747432
41,779.9753244190374,-1.5369902322607185,-4.099588554271447
42,695.2707775336729,-7.2042469441243355,-16.78473456300779
43,810.2351792452575,-1.542681501606368,-12.608914372830986
44,705.4950019736082,4.218236108054182,-9.133574596503632
45,519.2420733950499,3.2149405984435706,14.093511222410221
46,826.280396294123,-7.843013919799159,5.481054616063599
47,616.9512555722562,2.528068776409018,-12.990703065000968
48,777.5960048268325,-2.3690069864034387,-13.955310554716501
49,692.5282827288972,4.667263610945117,9.278889252321093
50,729.9846927817707,-5.860843900181711,7.468171609395078
51,812.2958782877415,2.957305128058488,-13.512660722149015
52,720.1799241911982,-5.96327741677388,-19.54696279904747
53,550.230910070329,4.924846804684551,5.241374495313064
54,840.4175054499149,4.771395471086059,16.963812921810657
55,710.7592175446977,-5.416352944463362,-1.6849343902931615
56,798.5599432239267,-5.1805837060043505,-14.58792418120543
57,793.6175342829767,-4.3281968695409425,18.371283469339794
58,749.9472998073852,-6.9919227642728465,5.834907860382245
59,676.9366036076265,0.38825932606058977,-18.20009930300507
60,811.313749729302,-2.345047653481031,2.1846317374073685
61,681.8900999260045,-5.310118326815581,-7.302061885877652
62,825.6781322704614,-1.0806464141513867,-14.441052142818766
63,736.6215912545015,1.441130455418154,0.8479752074631435
64,663.8333008621336,-1.142836361099329,-7.346572640553477
65,687.9227247700081,1.78781391749094,12.638242938214425
66,554.1871348542455,-1.0161059380192219,18.993684098127574
67,629.433693722608,4.477378343315284,6.124534757524135
68,784.6277954027971,-5.615691346959098,6.151593979394114
69,860.1861671841442,-7.570058912346599,0.5100998276657442
70,660.8436211449327,-1.0329603323749863,7.667892737444202
