tau,simulation_id,T_0,A_0,PC1,PC2,ExplainedVariance_1,ExplainedVariance_2
0.22,1,0.014985954729728966,3.4571512985074135,0.15107046090105222,0.003294542938811036,0.9999886610899901,1.1338910009844766e-5
0.22,2,0.022063089822086938,4.188103178747881,-0.5798796622095395,-0.003961805509380248,0.9999886610899901,1.1338910009844766e-5
0.22,3,0.02185112326848465,2.224781042446577,1.3834423631121355,-0.003268474900078843,0.9999886610899901,1.1338910009844766e-5
0.22,4,0.017247075279228908,2.136105243021796,1.4721170310588152,0.001357314336089067,0.9999886610899901,1.1338910009844766e-5
0.22,5,0.0175427781517833,3.928853440064284,-0.3206310396005176,0.0006220684456102723,0.9999886610899901,1.1338910009844766e-5
0.22,6,0.02312704276786722,2.340001745660163,1.268221976189472,-0.004572643981848289,0.9999886610899901,1.1338910009844766e-5
0.22,7,0.02101401897465044,4.189269802639355,-0.581046543275398,-0.0029130207243838434,0.9999886610899901,1.1338910009844766e-5
0.22,8,0.013163293968112338,3.769904542297558,-0.16168322036585484,0.005040523324534143,0.9999886610899901,1.1338910009844766e-5
0.22,9,0.016253815150567726,2.6019263896032245,1.0062956549523354,0.0022363651794868114,0.9999886610899901,1.1338910009844766e-5
0.22,10,0.022976833815230687,4.622990402897305,-1.0147666492576657,-0.0049821744027216015,0.9999886610899901,1.1338910009844766e-5
0.22,11,0.017751086853647548,3.5607910286919626,0.047431411782024334,0.0005040006810073673,0.9999886610899901,1.1338910009844766e-5
0.22,12,0.020821629508758287,3.7644424162614922,-0.15621921683596574,-0.0026164727909374127,0.9999886610899901,1.1338910009844766e-5
0.22,13,0.020385524882027314,3.211182034355843,0.3970410415173651,-0.002044720715345249,0.9999886610899901,1.1338910009844766e-5
0.22,14,0.014513636466210254,2.39539431041107,1.2128273012827973,0.004027181003853826,0.9999886610899901,1.1338910009844766e-5
0.22,15,0.017274728438973087,4.8115653686553665,-1.2033430073806093,0.0006736963051007995,0.9999886610899901,1.1338910009844766e-5
0.22,16,0.014591693669823621,4.952749988433132,-1.3445282807369106,0.0033221155829116864,0.9999886610899901,1.1338910009844766e-5
0.22,17,0.015308458506543141,2.172213865214249,1.4360079346448087,0.0032870779984620893,0.9999886610899901,1.1338910009844766e-5
0.22,18,0.02238363956411588,4.106490561436356,-0.49826696875912657,-0.004262345595747231,0.9999886610899901,1.1338910009844766e-5
0.22,19,0.018358089939924178,2.6899205425843027,0.9183020205386274,0.00011051619302795312,0.9999886610899901,1.1338910009844766e-5
0.22,20,0.0230867207132544,3.3930911955730765,0.2151325480423412,-0.004790516651544727,0.9999886610899901,1.1338910009844766e-5
0.22,21,0.01646811442459763,4.734232939175717,-1.1260107779895647,0.0014992705319128588,0.9999886610899901,1.1338910009844766e-5
0.22,22,0.016373944017479464,3.8892983663381937,-0.28107625363611577,0.001800600592094225,0.9999886610899901,1.1338910009844766e-5
0.22,23,0.020248109258720386,4.421486048022005,-0.8132629694629802,-0.002204045425015188,0.9999886610899901,1.1338910009844766e-5
0.22,24,0.01597292053202349,3.0087970426532795,0.5994249452619937,0.0024175039183190086,0.9999886610899901,1.1338910009844766e-5
0.22,25,0.022899422458365903,3.655742141752985,-0.04751843616475063,-0.004667614725243627,0.9999886610899901,1.1338910009844766e-5
0.22,26,0.02047956249763265,3.3415051413095402,0.26671796153667304,-0.0021707107311378713,0.9999886610899901,1.1338910009844766e-5
0.22,27,0.014617455953025237,4.03781102767354,-0.42958934116056247,0.0035206765159945396,0.9999886610899901,1.1338910009844766e-5
0.22,28,0.01967799104369256,4.274983103694939,-0.6667601693198746,-0.0015980078784421758,0.9999886610899901,1.1338910009844766e-5
0.22,29,0.01924343053848163,2.94538531818619,0.662837469681381,-0.0008374588085048716,0.9999886610899901,1.1338910009844766e-5
0.22,30,0.01978685978468872,3.615409364298261,-0.007186423055226241,-0.0015451634216983178,0.9999886610899901,1.1338910009844766e-5
0.22,31,0.01865643571658684,4.202533432766826,-0.5943107510325634,-0.0005586894919959812,0.9999886610899901,1.1338910009844766e-5
0.22,32,0.01632135176266049,3.895152545636073,-0.28693044565252246,0.001851757527370734,0.9999886610899901,1.1338910009844766e-5
0.22,33,0.017063946102806767,3.850301039002416,-0.242078758298884,0.001120159827482547,0.9999886610899901,1.1338910009844766e-5
0.22,34,0.014399172894884724,3.3493035357140695,0.2589180765867052,0.003907766691462593,0.9999886610899901,1.1338910009844766e-5
0.22,35,0.014696004616084429,2.1524343082401147,1.4557873408640163,0.0039043813894556628,0.9999886610899901,1.1338910009844766e-5
0.22,36,0.020724581268718255,2.8704766788462095,0.7377464699159691,-0.0023002435183860706,0.9999886610899901,1.1338910009844766e-5
0.22,37,0.015116148835690743,3.5252710439856787,0.08295074939098317,0.0031476473506515325,0.9999886610899901,1.1338910009844766e-5
0.22,38,0.016335951091084707,4.113883892635222,-0.5056617824979972,0.00178353001084367,0.9999886610899901,1.1338910009844766e-5
0.22,39,0.013994411496823789,4.991891882941678,-1.3836703205096514,0.00390980099324328,0.9999886610899901,1.1338910009844766e-5
