trajectory_id,initial_T,initial_A,embedding_x,embedding_y
1,483.5773134886159,12.181470540945153,-25.542007316513576,62.123870690036135
2,1101.5545190370872,-7.491691811338937,113.25576970983236,10.322418660613161
3,1083.0455465848968,-0.37135541293574903,90.3758706343697,-66.99099112332077
4,681.0189251510883,5.963560882481637,-58.818150757824306,-30.372814986826562
5,706.8397739082559,-11.051897632129664,-61.05351762605315,-137.6406612424875
6,1194.459156250858,-11.820421227144434,12.0267317343909,-121.4342650143028
7,1009.9493903712204,3.71672981389046,73.56209650034577,-9.74684408239893
8,324.4221201190616,-10.053318204278588,64.91765518408481,137.16226429142617
9,594.2872024013616,1.9265493458280094,-66.12854032644597,30.017763816654536
10,1181.3428729543975,-10.221144609574582,-127.17439514636774,-2.317504303483221
11,725.0293418322175,-7.7833046234387195,-31.979091575964723,-128.7103878289873
12,993.1498941121511,9.732583491776644,64.3887192219175,6.730153065629099
13,955.0691290798455,0.5268555819970118,39.70702941819189,32.06064999874278
14,442.3343646385962,2.2918342742662663,-2.100875165998031,84.39237873166442
15,683.4336059732398,-2.5030890355826934,-65.00917141571865,-26.876069726655704
16,449.15033917241624,-9.573249309770727,-112.57661845566744,-75.29721312710531
17,511.73842390597395,-3.1281687672196306,-45.06708239302829,76.45388178067114
18,1129.5450026484896,-0.20419209758733636,55.36979014735647,-76.50504566486946
19,778.0330030766645,-11.507479834809844,109.34490317321591,94.95349581145453
20,1190.9382243615528,5.256251532448413,36.24827862739895,-93.61457208009419
21,612.9998685844713,-7.020688630936041,141.30181027417845,-54.31896840653534
22,604.7768850923114,-0.9265429717000035,-62.68946305346345,21.47948529782646
23,943.0699624987792,10.696685472856213,35.878425240012625,40.617279436588646
24,569.7594140864244,3.3739191749310145,-76.9215118965285,52.10001864217933
25,1174.5832939201255,-11.139230185591865,115.24817697138043,-100.74895466873447
26,963.2805171839077,11.373793941123036,54.73072970432054,29.536596143289383
27,451.3999081821522,1.3497652285258699,3.5301063749035424,70.43139996822876
28,893.2870974329952,-1.3736221086506504,-0.0967734571777092,-1.4345110910697827
29,855.3411654778507,4.661028906504015,-4.1109225565443275,-36.74603097981836
30,902.7935431139657,6.716520232022802,6.1084827748540205,13.097537725198054
31,804.0846308812922,-4.8066605757196825,-26.866040527766682,-58.49916367137449
32,600.1845162534551,1.0002144905849288,-59.27295738515337,34.28618825457499
33,665.0280396836129,4.812362526569789,-48.94291228302813,-19.928461669636643
34,432.33937697455815,-10.064687708810391,132.1388080029039,-6.144656556888507
35,458.2587970776465,3.035942338020938,-2.101236758743026,62.97207259614569
36,984.6756175297952,-1.306036023811398,52.246785973076896,8.59603943638541
37,494.945895369725,-11.678902661919006,67.15232792284218,85.17487316618724
38,601.4593332612895,-5.45586878333285,-51.85138317696413,34.67845192937345
39,396.9955105055277,0.21901571454254842,-5.231621151571851,107.07004417269457
40,1153.6255231890946,5.3203270695052645,44.22668395108522,-83.59677321765214
41,929.944479942834,-0.08536300321273593,21.542075178628192,36.7627812048611
42,739.3592494507641,11.436472216108363,-62.052659152013156,-68.23846977443775
43,998.0291533018294,9.429881196887141,64.41784719030453,-0.9047835665848367
44,762.3637544406183,-12.686027839598317,85.30559324923654,98.5823213363388
45,343.29466513886246,8.056137552818036,-11.75243456175849,126.01581389724579
46,1034.1308916617768,-1.7380139728068773,85.90884213035761,-25.562115137404664
47,563.1403250375763,-1.9569626928023016,-77.84941011634335,44.73760342274069
48,924.5910108603732,-1.3408993147648154,15.167757275443924,32.96663243532022
49,733.1886361400187,8.914610256116976,-63.319722144977554,-60.99100808473915
50,817.4655587589841,-8.92655483354776,-142.25919061036396,-22.4304339132184
51,1002.6657261474185,12.849693609369101,57.6254344310828,-12.389585399194624
52,795.4048294301961,12.542790942172118,-28.312996711093106,-73.40351171387
