# SIMULATION SETTINGS
# =====================
# theory = MIS
# Parameters for MIS:
#   C_τπ = 0.20799208610746486
#   C_η = 0.07957747154594767
#   C_λ1 = 0.0
# tspan = (0.22, 1.5)
# n_points = 10
# T_range = (500.0, 800.0)
# A_range = (-5.0, 8.0)
# Z_range = (-20.0, 20.0)
# seed = 5
# =====================
Run_ID,T_0,A_0
1,561.1924378295387,7.590735270472576
2,767.184839679029,-2.2458459056694684
3,761.0151821949656,1.3143222935321255
4,627.006308383696,4.481780441240819
5,635.6132579694187,-4.025948816064832
6,798.1530520836193,-4.410210613572217
7,736.6497967904068,3.35836490694523
8,508.14070670635385,-3.526659102139294
9,694.3598397946789,5.036326069046604
10,645.2284004178425,-0.539992887617033
