trajectory_id,initial_T,initial_A,embedding_x,embedding_y
1,1.7299236474772879,6.874072390914639,-0.9787922160385705,24.128336274214828
2,2.427021454074548,3.847432029024779,-3.491515369423496,-41.676474254597125
3,2.4061427485447227,4.942868398009885,-26.94704330230366,0.3902956497143318
4,1.9526440216030323,5.917470904997176,11.099862653918738,33.44376453910958
5,1.9817707545496397,3.299708056595436,16.93066743188931,-40.25803929235497
6,2.5318208192339062,3.1814736573623947,-0.3620801541519299,-50.14065385167358
7,2.323687975602053,5.571804586752378,-23.49340874731809,16.03893962079416
8,1.5503915624580502,3.4533356608802173,33.10819659515278,-35.98512831507838
9,1.8548078989299057,5.296392207050463,22.187973602768704,5.161835154771328
10,2.5170252373992072,3.427516213911603,-2.7375864977623756,-47.88611038785074
11,2.0022891616832683,3.802568519470966,12.548701149048958,-33.92198822287919
12,2.304737613211676,6.497320537196407,-18.648276822947317,38.43987347985733
13,2.261781307478675,5.081054704922617,-19.069150100724723,-0.0516144594310222
14,1.683400298520695,5.352589888348657,17.85094078437698,9.779318124928077
15,1.9553678578378337,4.614909379141125,7.262694601878187,-13.89812329338539
16,1.6910889330766115,3.527192413881427,27.799303609825337,-34.78494105289359
17,1.7616902694934842,4.518743266581595,16.363871459091815,-13.809603537612526
18,2.4585956036643988,4.96858583114041,-27.54331634155102,3.2957065284505758
19,2.062078965681516,3.2296184869523317,14.175141837432589,-41.89514708234103
20,2.527849096854543,5.80865408191514,-30.581735133528337,25.851581355841006
21,1.8759163774218512,3.9198940567790705,16.478964339309986,-28.591813698764394
22,1.866640592320712,4.857454927430769,13.515656758996768,-6.33887104768928
23,2.248245868582943,6.645643918900956,-15.693887660235783,39.05646504499508
24,1.8271397790032986,5.519064488450925,20.96015025375896,13.334569662672774
25,2.509400218748026,3.286272279139713,-3.0711907685152675,-50.83709023522822
26,2.2710440126158007,6.749814452480467,-16.71579671636409,41.47175720660445
27,1.6936265179719707,5.2076561890039805,14.034323057826144,7.051546494576704
28,2.1920892244027015,4.788673521746054,-11.578929616975653,-9.687489290204274
29,2.149285014639425,5.717081370231387,-15.174717251845342,16.282288921375695
30,2.202812795390824,6.033310804926585,-5.537302918714408,45.10299611113095
31,2.0914660246827883,4.260513757581587,4.171984180903423,-25.612643967947747
32,1.8614602552210433,5.153879152397682,18.64003571449582,0.3633004507554232
33,1.9346057977254514,5.740363465626121,16.167200357800017,32.32647404788268
34,1.6721256367451303,3.451586506336863,29.121950617297177,-37.76871406861884
35,1.701363561283301,5.467068052003221,15.068733005182677,10.48479627880344
36,2.2951783615677326,4.799071380952093,-18.8915950261855,-6.746343476819656
37,1.7427477669145233,3.203245744320153,26.95816666199887,-40.353268325444944
38,1.8628982890708286,4.160635571794947,14.594222928732721,-23.787383767215665
39,1.6322566390361282,5.033694725314238,12.581940590999746,2.948940130780319
40,2.485759191414658,5.818511856846964,-29.979393267188946,23.195388643606677
41,2.233439909692988,4.986867230274964,-18.144632888366818,-3.2421679850271237
42,2.018453750085464,6.759457264016671,-6.6956630386501725,33.15441178152395
43,2.3102415716884703,6.450750953367253,-19.142049237603068,35.75280933369027
44,2.04440355830865,3.0483034092925667,16.950236136739093,-43.4626241209274
45,1.571680389327538,6.239405777356621,7.459685097174226,20.281430646248598
46,2.350965472827723,4.7326132349527885,-21.724268450434394,-6.104387786487582
47,1.8196732374930358,4.698928816491954,13.152342525160229,-9.5241291990012
48,2.22740102747927,4.79370779772849,-15.738271437922862,-6.8457081258888275
49,2.0114931033728354,6.371478500941073,-0.08878873391039543,36.35345098258754
50,2.106560133963885,3.626683871761883,9.849014609012789,-38.00933799250624
51,2.315471772303912,6.976875939902939,-20.48121916803911,45.16398199115324
52,2.081674934495427,6.9296601449495565,-11.024922169537247,32.95944089127693
53,1.6503322590617484,3.794968324780504,29.711639744214473,-32.0064908930286
54,2.3868464605327784,3.867512705844815,-0.7557785127091813,-40.159549244565646
55,2.0577645115347654,4.918910880316201,-2.059758389611182,-8.765694193221876
56,2.2806089929541287,6.129727493421002,-11.202684218774353,45.195509727416216
57,2.2680648078248136,5.581002869557105,-20.328162707969838,15.365956430687076
58,2.1572266492573227,4.739985337390452,-8.714620569238896,-9.549158226779786
59,1.97192031372494,3.8276558994413596,13.588200330045538,-31.251150490690243
60,2.3129790602266547,5.129031872568804,-21.40554702982973,4.1283553174744805
61,1.9844926394061024,5.90496321705174,10.01230403289616,36.168685839789546
62,2.349436883935181,5.109896504277129,-24.16461775631687,0.5294998911831746
63,2.1234050539454348,6.829618432234243,-11.235660931233229,36.18064178997296
64,1.9386632001576993,6.725875976339835,-3.616019656810239,31.05204029726245
65,1.9998038699746399,6.839193336404703,-8.24927492712572,31.045366529024875
66,1.660373438716359,3.733633431704893,27.33901762283801,-31.79979590525115
67,1.8513545525954518,3.1322895654318157,21.91506331918764,-42.87312251616063
68,2.2452482116822257,5.143704513115389,-18.363504181743952,2.887634674792748
69,2.4370207288937666,3.8577621695958784,-6.096647999024792,-42.18221441765736
70,1.931075180570895,5.703074161732607,16.195034973923057,29.48150145606044
71,2.277622238220918,4.247091174010485,-3.440797590270138,-31.460517251893926
72,2.108382294156657,4.7506179743016865,-5.4405474711806106,-10.45263437677612
73,1.6117803330080087,6.964312149282858,-1.6368313125559437,21.177080821617988
74,1.6380407790877718,5.532367007683902,13.982910629899777,12.979539799463023
75,2.209585021268719,3.902501046193153,2.3804712182221373,-36.834925141623295
76,2.4078903473427484,5.959626181665068,-24.74302782513058,27.03615663137539
77,2.3176027398093506,5.0899429923467014,-21.92303608143327,-1.4480475115707316
78,2.1285710312286037,3.2042947772785157,10.268695905337395,-45.898696913277895
79,1.5870276784892003,5.212955549830342,11.277191346489014,8.371556262101322
80,1.8080722067303876,3.4234719457424276,23.135309288906175,-37.19290838767627
81,2.4534409685475573,5.022788174961156,-30.193037261836537,2.6264191196057474
82,1.8855578034969427,3.5433312801400265,19.87874998982185,-36.41302122628158
83,1.8151030266161245,6.185863755489617,7.637875223048796,27.978325481674176
84,2.2311383695054094,5.004905738924059,-16.25589621437521,-1.1681489269112675
85,1.928262451634538,4.846882382280875,8.993902631469213,-8.700020802312904
86,2.018842086873953,3.101745082007099,18.69674395247001,-45.60754394640674
87,2.075444152403181,3.033975516232797,16.184227234555706,-47.804278286259624
88,2.22437575848254,5.502808213060882,-19.00561399755925,11.55469350959804
89,1.5262828851721526,3.028711189605015,32.18267770094317,-39.60560194007766
90,1.9816628831842922,6.469383984724518,-1.1268132738740313,33.844364905172036
91,1.8810022959908483,5.969965728427169,10.722955295778808,29.98349285460497
92,1.9041027984222318,4.631666194428437,9.99684116629712,-12.238092810236521
93,2.4976975536874506,6.90623452609161,-25.7652715704987,42.58518846967495
94,2.5335353159759624,5.257692296374072,-30.243094243595532,6.480603197306101
95,2.332814672879324,5.129815839824971,-24.117223895836197,3.332604426552987
96,2.379330010362049,5.087396110017922,-25.111135736969917,-2.128630911304989
97,2.304043916831304,4.7062509117675635,-19.4195882246473,-9.733073433491178
98,2.174487365433518,4.912976605632133,-11.017507317143885,-12.687222173204109
99,1.9144340052927438,4.594606953786315,10.7034804189466,-14.962429417446433
100,1.7067027429802948,6.498672982464603,2.031604041275557,22.665145561272944
101,1.5889928821551815,6.027715097764347,9.918913831650693,18.945056234716528
102,2.1054510565725266,3.175239690707096,12.929803026351895,-47.20501354633712
103,1.7267866414305377,3.464595960981271,26.20831554877123,-37.12254942177633
104,2.0366331008121517,5.084112364125667,0.3299210247554816,-5.770789604707595
105,2.3842758008985414,6.260490827725906,-22.715000084730782,33.48368307361013
106,2.0549646097608183,6.354774530213956,-2.4334658229555273,38.37454072489551
107,2.085664026480078,6.563003744706391,-6.072475871283816,37.07856410713369
108,2.451856447368481,5.80939533481635,-27.01340627340741,23.130952169839432
109,1.7050099367806353,6.539549254532647,1.7299933854222918,25.403723685564177
110,2.176946676742756,6.618718176711775,-12.12050953519443,39.60783764144964
111,2.38706384445119,4.459865490558559,-10.739150495856732,-5.524777791665276
112,2.0712077480977937,3.017543429254689,15.123051016153639,-45.27675204211233
113,2.243702973481384,4.707095738368443,-16.726118666226053,-9.879679529848747
114,2.4592627455056104,5.8751437748261095,-27.388737170161356,25.592744278447583
115,1.789514568052856,6.391464545934806,4.324911925704083,27.393725297707096
116,2.0151344932051507,3.815384808144735,10.301297892128208,-32.304700274237284
117,1.9095162386461526,5.126746784792804,19.10622936876457,-2.6686869242517335
118,1.8970576741939265,6.0301535685433105,8.594792629843834,31.943978020428084
119,1.7515627129353963,5.203061301442473,18.708780655658316,5.9887889180636
120,1.9134037391367125,3.200646609239039,20.006508234419393,-40.85797178648646
121,1.8154003769581748,5.706112313488081,17.14570680696882,21.428655123228477
122,2.534573223816861,6.668095451957845,-26.126839548895532,39.1960108527244
123,1.5254095559905005,6.970853655853309,-0.380610748224492,18.624700347253768
124,1.8844635033004158,5.720953665433624,15.856684843250846,26.43776995477813
125,1.5856539816498938,3.900071977361248,28.434156449620627,-28.59124998872018
126,1.9414732390507532,4.50192486646824,9.01785664051869,-17.33511870712458
127,2.40293122480855,5.169915413001294,-28.0727018404846,-2.2174093652943796
128,1.605082363080828,6.112064535021309,6.879226700552566,17.517994559978014
129,1.9240177623186983,4.077964873709856,11.600859510506078,-25.557070639341784
130,1.866218031229482,5.922517578911047,12.541079665802306,27.842014634637433
131,2.1767602304569307,3.513503329101919,7.416897875286219,-43.00491840030518
132,1.734340171556215,4.488002324795313,14.437466066957935,-12.368864021018405
133,2.021697995306844,5.356441196873217,0.926176898154412,-0.9312137195876324
