# SIMULATION SETTINGS
# =====================
# theory = MIS
# Parameters for MIS:
#   C_τπ = 0.20799208610746486
#   C_η = 0.07957747154594767
#   C_λ1 = 0.0
# tspan = (0.22, 10.0)
# n_points = 10000
# T_range = (2.5380710659898473, 10.15228426395939)
# A_range = (-5.0, 10.0)
# seed = 5
# =====================
Run_ID,T_0,A_0
1,4.091178625115193,-4.418497421567638
2,9.319412174594644,9.294055622296616
3,9.162821883120955,9.527771465929895
4,5.761581431058276,-1.8221298911570787
5,5.980031928157833,2.285756492537068
6,10.10540741328983,5.940515893739407
7,8.544411086050934,-3.8760947877671144
8,2.7446879874709103,-4.31947378489102
9,5.027810511009827,2.640623970413313
10,9.994440549529589,-1.5682836381672152
11,6.133919981660046,3.611470776439237
12,8.402283368123104,-3.396814197831489
13,8.080111075125595,-1.990368051983877
14,3.742253507940746,8.114952014486525
15,5.782010202819287,2.803955143459814
16,3.7999182671101197,3.8222120813074625
17,4.329428290236666,2.8436104599575147
18,9.556218296518525,2.161161402639058
19,6.582343511646906,0.6952872496809821
20,10.075619495444608,2.382196866776537
21,5.186124099699418,-4.138930673928757
22,5.116555711440875,5.532452807181777
23,7.978595283407607,-1.5503972870784857
24,4.820299611560273,1.9654559778653828
25,9.937252909645732,3.356093446944328
26,8.149581363654042,7.423250385060969
27,3.8189501538253143,-3.926478953226076
28,7.557420452055796,9.061804196801752
29,7.236388878831223,3.278710708764926
30,7.637847234466713,1.7075257065477008
31,6.802746454156448,5.189055138367703
32,5.077703183193359,6.374915518474694
33,5.626294751976419,3.1457568512927594
34,3.657693544624011,-4.161238141906202
35,3.8769779786602916,5.276362996097955
36,8.330588980793529,-3.306550601236764
37,4.187359520894458,4.251505195012079
38,5.088488437066747,1.7465176785703473
39,3.358676061806494,-4.237828458799426
40,9.75994520464547,-0.6476166057689516
41,7.867550591732943,2.4573189627760943
42,6.255154394676515,-4.0818233970665405
43,8.443563056699064,2.450752113531114
44,6.449777956350408,9.097964740062515
45,2.9043541889920674,7.940316075127196
46,8.748992315243457,-4.818862215152874
47,4.764300550233301,7.147771665087328
48,7.82225897513006,1.4972996310729556
49,6.2029495443317995,9.616073397244365
50,6.91595227376467,-2.531742961748129
51,8.482789561314876,7.643044378529025
52,6.729313277751235,-2.649935480892939
53,3.494243211998647,9.91328477463602
54,9.018099723031373,9.736225543560836
55,6.5499851055462734,-2.0188687820731093
56,8.221318716191497,-1.7468273530819434
57,8.127237327721637,-0.7633040802395481
58,7.295951138465453,-3.836833958776361
59,5.906153621972583,4.678760760839143
60,8.464094220735443,1.524945015214195
61,6.000446064581302,-1.8962903770949016
62,8.737527898549391,2.9838695221330163
63,7.042289173626296,5.893612063944024
